pl_eff	ind_tx	ind_rx	tx_elem_gain	rx_elem_gain	tx_bf	rx_bf	aod_theta	aod_phi	aoa_theta	aoa_phi	pl_min	im	BS_type	link_state	SNR
90.99320049433588	1	0	2.560065017015668	-7.0285748	20.76597584201497	20.76597584201497	2.7596588134765625	130.94313049316406	-2.7596588134765625	-49.05686569213867	107.30802917480469	0	0	1.0	13.986199592384494
61.03645915987182	0	0	4.4646592093924795	2.8786042	29.211876172995055	29.211876172995055	23.191932678222656	-2.363276243209839	-23.191932678222656	177.63671875	97.59159851074219	0	1	1.0	43.942940926848564
76.39502832144991	1	0	6.236021051701016	-0.72105233	20.748943937950607	20.748943937950607	12.920516967773438	120.18341827392578	-12.920516967773438	-59.81658172607422	102.66374969482422	0	1	1.0	28.58437176527046
80.95729656270443	2	0	0.9112993749789471	-0.3079365	15.393781300740601	15.393781300740601	12.990333557128906	-76.05841064453125	-12.990333557128906	103.94158935546875	96.96289825439453	0	0	1.0	24.022103524015947
87.04938735117959	0	0	-1.068811857164258	-3.5927663	26.769061097686883	26.769061097686883	4.288749694824219	-41.7923698425293	-4.288749694824219	138.20762634277344	109.1571273803711	0	0	1.0	17.930012735540785
84.59851210406296	2	0	2.8543044507097495	-0.62820936	19.867487038822777	19.867487038822777	7.632865905761719	-82.6441421508789	-7.632865905761719	97.3558578491211	106.91895294189453	0	1	1.0	20.380887982657413
82.62182228596241	1	0	-0.9854732356154337	-1.6499982	29.478919277952535	29.478919277952535	1.2757339477539062	84.05255889892578	-1.2757339477539062	-95.94744110107422	109.46527099609375	0	0	1.0	22.357577800757966
70.61543412827803	2	0	-0.8901030201658191	0.81643982	28.073663436131945	28.073663436131945	11.962394714355469	-67.7861099243164	-11.962394714355469	112.2138900756836	98.61543273925781	0	0	1.0	34.36396595844235
69.55370818398167	2	0	5.511868647571094	2.5528837	18.808651415234362	18.808651415234362	15.408416748046875	-119.33159637451172	-15.408416748046875	60.66840744018555	96.4583969116211	0	0	1.0	35.425691902738706
62.324020000828064	1	0	4.269896954610867	0.32783095	23.145524671375377	23.145524671375377	26.2569580078125	158.5834197998047	-26.2569580078125	-21.416580200195312	90.06757354736328	0	0	1.0	42.65538008589232
87.08087014014414	0	0	-1.0331371745440734	-1.9372064	22.59068975553948	22.59068975553948	2.409759521484375	-38.313045501708984	-2.409759521484375	141.68695068359375	106.70934295654297	0	0	1.0	17.898529946576232
71.16444849590316	1	0	4.745497705489397	0.91189096	21.9327468656146	21.9327468656146	13.301994323730469	107.10142517089844	-13.301994323730469	-72.89857482910156	98.75464630126953	0	0	1.0	33.814951590817216
69.10486171536628	2	0	4.6982954631242855	2.2522182	20.099533047990334	20.099533047990334	17.008438110351562	-97.85428619384766	-17.008438110351562	82.14571380615234	96.24607849121094	0	0	1.0	35.87453837135409
77.84010863560678	0	0	0.0526014840576412	-1.9978804	22.881500638332973	22.881500638332973	8.156524658203125	-41.758277893066406	-8.156524658203125	138.24171447753906	98.81561279296875	0	0	1.0	27.139291451113593
75.65246073641372	1	0	2.465428423329092	0.041884876	16.622027738962874	16.622027738962874	22.166786193847656	146.63356018066406	-22.166786193847656	-33.36644744873047	98.11932373046875	0	1	1.0	29.32693935030666
72.14215133962679	2	0	4.586870594584662	0.62193355	15.820644683507814	15.820644683507814	11.156883239746094	-112.06996154785156	-11.156883239746094	67.93003845214844	93.17186737060547	0	0	1.0	32.83724874709358
72.09210775321628	0	0	5.607440850542582	2.4039633	21.538991120698753	21.538991120698753	13.989356994628906	12.53946590423584	-13.989356994628906	-167.46054077148438	101.71751403808594	0	1	1.0	32.88729233350409
78.54921944547073	2	0	2.9937622721910415	0.77008683	18.393884893314343	18.393884893314343	10.075942993164062	-95.0004653930664	-10.075942993164062	84.9995346069336	100.71051788330078	0	0	1.0	26.43018064124965
55.89510073839937	0	0	6.054399123745557	2.1138076	22.39734917405267	22.39734917405267	24.772605895996094	-20.096824645996094	-24.772605895996094	159.90318298339844	86.46065521240234	0	0	1.0	49.084299348321
79.06235925249037	0	0	1.5074340689578678	-2.80187	23.739696191447145	23.739696191447145	4.217643737792969	25.194570541381836	-4.217643737792969	-154.80543518066406	101.57421112060547	0	0	1.0	25.917040834230008
78.72495859906758	0	0	6.057046631205187	0.95553984	21.339231649947536	21.339231649947536	7.831886291503906	16.793962478637695	-7.831886291503906	-163.20603942871094	107.11604309082031	0	1	1.0	26.254441487652798
74.8716394258954	1	0	4.685421805709115	-0.67989872	16.769504921645737	16.769504921645737	20.687538146972656	148.36334228515625	-20.687538146972656	-31.63665199279785	95.6709976196289	0	0	1.0	30.10776066082498
86.89464988372114	2	0	2.6465319068420285	-4.2685143	27.195054380373335	27.195054380373335	1.7458114624023438	-116.51539611816406	-1.7458114624023438	63.4846076965332	112.47879791259766	0	0	1.0	18.08475020299923
65.84608199875062	1	0	0.8698699471839433	3.0352622	22.27366868728967	22.27366868728967	17.656173706054688	69.9055404663086	-17.656173706054688	-110.0944595336914	92.02525329589844	0	0	1.0	39.13331808796977
65.95118983102434	2	0	5.943859072295872	1.6379711	28.743016593993996	28.743016593993996	13.465057373046875	-128.43789672851562	-13.465057373046875	51.562095642089844	102.27603912353516	0	1	1.0	39.028210255696024
67.67113068003871	1	0	5.1609055836273185	-2.4253282	27.14235131106279	27.14235131106279	14.919792175292969	130.7210693359375	-14.919792175292969	-49.27892303466797	97.54923248291016	0	0	1.0	37.30826940668166
89.17736299864063	2	0	1.9320195093569268	-2.4426742	23.034108994118967	23.034108994118967	1.9091262817382812	-104.02568817138672	-1.9091262817382812	75.97431182861328	111.70231628417969	0	0	1.0	15.802037088079743
72.66982693959116	1	0	-2.459263685605759	3.4323923	28.12795800888506	28.12795800888506	14.147537231445312	66.19830322265625	-14.147537231445312	-113.80169677734375	101.7712173461914	0	1	1.0	32.309573147129214
58.01759782381086	2	0	4.611486000873633	1.3592432	28.688752266258476	28.688752266258476	16.189651489257812	-141.50076293945312	-16.189651489257812	38.49923324584961	92.67707824707031	0	0	1.0	46.961802262909515
62.88365476005978	0	0	2.734950082161017	2.0674074	28.439054253957316	28.439054253957316	27.918357849121094	-15.012700080871582	-27.918357849121094	164.9873046875	96.12506866455078	0	1	1.0	42.09574532666059
76.11479036220571	2	0	3.5579927182514988	-0.70027954	27.16343307127132	27.16343307127132	5.644767761230469	-123.83338928222656	-5.644767761230469	56.16661071777344	106.13594055175781	0	0	1.0	28.864609724514665
71.65892631710075	2	0	4.495961278565228	3.0380359	10.556798373296017	10.556798373296017	21.280601501464844	-89.1490478515625	-21.280601501464844	90.8509521484375	89.76274108886719	0	0	1.0	33.320473769619625
76.35390720884973	1	0	3.282079910361732	-0.061975207	25.599032157900808	25.599032157900808	10.204193115234375	86.395263671875	-10.204193115234375	-93.604736328125	105.17930603027344	0	1	1.0	28.62549287787064
69.6086884152796	2	0	5.187825011277435	1.7606024	21.20400702449441	21.20400702449441	14.437278747558594	-111.81193542480469	-14.437278747558594	68.18806457519531	97.76152801513672	0	0	1.0	35.37071167144077
73.45173779341707	2	0	6.359985024667294	1.6460959	22.599566071611243	22.599566071611243	11.053298950195312	-113.37724304199219	-11.053298950195312	66.62275695800781	104.05753326416016	0	1	1.0	31.527662293303308
76.51258302759427	0	0	2.309957785448555	-3.2721653	28.06006889520161	28.06006889520161	4.685760498046875	-19.421554565429688	-4.685760498046875	160.5784454345703	103.61044311523438	0	0	1.0	28.4668170591261
84.1189454293574	1	0	-3.298561747965554	1.6889383	21.812204842146926	21.812204842146926	4.359893798828125	66.71214294433594	-4.359893798828125	-113.28785705566406	106.52143859863281	0	0	1.0	20.86045465736298
80.82835909973859	2	0	3.1862547325638273	-9.1292442	21.1746370066084	21.1746370066084	5.8081512451171875	-132.57627868652344	-5.8081512451171875	47.42372512817383	102.05152893066406	0	0	1.0	24.151040986981783
68.37201125394925	0	0	2.4380771928635108	0.35270694	29.460134877747493	29.460134877747493	6.4720458984375	22.360252380371094	-6.4720458984375	-157.63973999023438	100.62293243408203	0	0	1.0	36.60738883277111
77.59001548485075	0	0	1.6451683837175368	2.3730287	19.788270037022617	19.788270037022617	14.512252807617188	38.2259635925293	-14.512252807617188	-141.77403259277344	101.43734741210938	0	1	1.0	27.389384601869622
72.62019091471623	2	0	-5.886745294869076	3.6416013	21.8297466998467	21.8297466998467	52.04361343383789	-97.71246337890625	-52.043609619140625	82.28753662109375	92.21065521240234	0	1	1.0	32.35920917200414
68.66996076715738	1	0	5.970880061738461	0.97544803	16.570023281326428	16.570023281326428	22.92450714111328	137.9349822998047	-22.92450714111328	-42.06502151489258	92.18775177001953	0	0	1.0	36.30943931956301
73.04629167686642	1	0	3.482834476380659	-2.0844252	28.169919379979568	28.169919379979568	5.442420959472656	115.02023315429688	-5.442420959472656	-64.97976684570312	102.6146240234375	0	0	1.0	31.933108409853958
66.2233567861423	1	0	6.758432115158562	-0.49752182	24.91096611876239	24.91096611876239	31.016170501708984	100.27182006835938	-8.003982543945312	-75.04783630371094	99.30756378173828	1	0	1.0	38.756043300578085
80.2403523827167	2	0	7.057568330092234	-1.7148227	20.68710918700136	20.68710918700136	-19.138778686523438	-102.63504028320312	-9.510429382324219	157.8992462158203	106.56822204589844	1	1	1.0	24.73904770400368
73.82560518526837	1	0	-1.3606836060342005	0.7826921	27.984028808799348	27.984028808799348	6.385383605957031	73.25618743896484	-6.385383605957031	-106.74381256103516	101.23165130615234	0	0	1.0	31.153794901452002
85.25663694188196	0	0	6.8355121698910155	-2.3625986	20.080762646051717	20.080762646051717	2.200958251953125	14.374916076660156	-5.624580383300781	171.28883361816406	109.92774200439453	0	1	2.0	19.72276314483841
65.83148466187129	1	0	2.225246901244942	0.86190656	19.58357631869578	19.58357631869578	28.786144256591797	173.85386657714844	-28.786148071289062	-6.146131992340088	88.50227355957031	0	0	1.0	39.14791542484909
82.52704190182445	0	0	3.179874304446664	-3.1542593	20.127388539181183	20.127388539181183	5.215248107910156	10.552007675170898	-5.215248107910156	-169.447998046875	102.68285369873047	0	0	1.0	22.452358184895928
