pl_eff	ind_tx	ind_rx	tx_elem_gain	rx_elem_gain	tx_bf	rx_bf	aod_theta	aod_phi	aoa_theta	aoa_phi	pl_min	BS_type	link_state	SNR
74.75725315191163	2	0	-1.315449426417782	2.1131785806230976	18.06179973983887	12.041199826559252	45.25946807861328	-119.0941162109375	-45.25947570800781	60.905879974365234	105.6579818725586	1	1.0	30.222146934808748
69.42483261871887	2	0	7.851028993853586	0.575148306588626	18.06179973983887	12.041199826559247	-6.000648498535156	-115.89815521240234	-40.68438720703125	-40.50530242919922	106.38452911376953	1	1.0	35.55456746800151
81.89212092243464	2	0	-6.804747900654817	0.5302722886539772	18.06179973983887	12.041199826559248	40.35593032836914	-75.18416595458984	-39.053558349609375	-75.3541488647461	105.72454833984375	1	2.0	23.087279164285732
73.78714218275938	0	0	4.380890237554996	-0.44623452732212776	18.06179973983887	12.041199826559247	-41.67625427246094	-21.727964401245117	-37.69451904296875	38.092899322509766	105.41275787353516	1	1.0	31.192257903960993
68.87146354491394	1	0	4.510705147531082	5.788670717825198	18.061799739838868	12.04119982655925	-15.945579528808594	84.13556671142578	-62.11051940917969	-96.57583618164062	103.62422943115234	1	1.0	36.10793654180645
71.52269360977823	1	0	7.80610300518407	-1.0288286076168696	18.061799739838868	12.041199826559247	-13.079048156738281	111.6082534790039	-33.909706115722656	-173.26637268066406	108.40296936035156	1	1.0	33.456706476942145
59.85839167059478	1	0	7.231709737283673	6.328263529903261	18.06179973983887	12.041199826559247	-16.57635498046875	136.28952026367188	-65.80659484863281	-70.76411437988281	103.5213851928711	1	1.0	45.12100841612559
78.28345308923336	0	0	-10.10496717425113	5.668755607481539	18.061799739838875	12.041199826559247	61.50354766845703	20.98401641845703	-61.50355529785156	-159.01597595214844	103.95024108886719	1	1.0	26.695946997487013
70.92187169957225	1	0	7.269948213100434	3.8297433268671206	18.06179973983887	12.041199826559248	-16.90837860107422	104.25212860107422	-52.00975036621094	-67.44180297851562	112.12456512451172	1	2.0	34.057528387148125
84.4159537026228	1	0	2.3308519807202224	-5.418188860146271	18.06179973983887	12.041199826559247	21.273849487304688	91.49664306640625	-21.273849487304688	-88.50335693359375	111.4316177368164	1	1.0	20.563446384097574
83.80217552192521	1	0	4.926864195423718	-6.666787913575682	18.06179973983887	12.041199826559248	19.700485229492188	111.61392974853516	-19.700485229492188	-68.38607025146484	112.16525268554688	1	1.0	21.177224564795168
75.02392444625706	0	0	-0.29140618266085916	1.462007044421961	18.061799739838868	12.041199826559252	42.023406982421875	-0.7388170957565308	-42.023406982421875	179.2611846923828	106.29755401611328	1	1.0	29.95547564046332
75.61678726089288	1	0	-1.3593893485890174	1.5872877625918242	18.061799739838868	12.041199826559248	43.81489181518555	131.41880798339844	-43.81489562988281	-48.5811882019043	105.94768524169922	1	1.0	29.362612825827497
71.20737315266368	1	0	5.10545667614379	1.0456879360524844	18.061799739838868	12.041199826559247	0.731903076171875	149.28317260742188	-40.530059814453125	92.84659576416016	107.0180435180664	1	1.0	33.7720269340567
80.74329783584082	1	0	3.5178261394603165	-4.692767340532949	18.061799739838875	12.041199826559248	26.469661712646484	129.2576446533203	-26.46966552734375	-50.74235916137695	109.67135620117188	1	1.0	24.236102250879554
84.79435427868017	2	0	4.551292740851641	-7.6297989298279845	18.061799739838868	12.041199826559247	20.53741455078125	-131.88990783691406	-20.53741455078125	48.11008834838867	111.81884765625	1	1.0	20.1850458080402
65.63603885348256	1	0	3.9288957048952593	5.790187988891404	18.061799739838868	12.04119982655925	-16.973182678222656	81.2842788696289	-62.19245910644531	-107.490234375	103.029052734375	1	1.0	39.34336123323783
74.94814853763778	1	0	6.820844391312825	3.4599530945268615	18.061799739838875	12.04119982655925	-30.06494140625	110.00257873535156	-50.30937194824219	-109.55921936035156	104.83524322509766	1	1.0	30.031251549082597
72.546136537712	1	0	2.58419738415967	1.9587219770252702	18.061799739838875	12.041199826559248	31.239543914794922	125.58229064941406	-43.94390869140625	-82.86723327636719	104.64701843261719	1	2.0	32.43326354900837
69.75388080381352	0	0	4.705111136175472	0.9665489079966338	18.06179973983888	12.041199826559248	-0.1712646484375	-32.011436462402344	-40.49644470214844	-76.70769500732422	105.5285415649414	1	2.0	35.22551928290686
80.21578250262972	2	0	0.8467454358388684	-2.789924783988983	18.06179973983887	12.041199826559247	31.643970489501953	-142.78741455078125	-31.643966674804688	37.21258544921875	108.37560272216797	1	1.0	24.763617584090653
72.76849313500644	1	0	6.47773755878932	-1.3073654413602398	18.06179973983886	12.041199826559248	-12.451309204101562	143.68887329101562	-33.837425231933594	-65.95299530029297	108.04203033447266	1	1.0	32.21090695171394
76.12554527549086	0	0	1.0818992466256905	-0.057419570898693095	18.061799739838868	12.041199826559248	36.90792465209961	5.887444972991943	-36.907920837402344	-174.112548828125	107.25326538085938	1	1.0	28.85385481122951
73.55066007626444	1	0	3.8393133631586682	-0.39575400071383804	18.061799739838875	12.041199826559247	-39.56681823730469	91.14295196533203	-36.24835205078125	71.22091674804688	107.09722137451172	1	1.0	31.42874001045594
72.62901797836905	1	0	1.924998169555467	1.4532366578874276	18.061799739838875	12.04119982655925	30.249500274658203	102.64067077636719	-42.03399658203125	176.21926879882812	105.98748779296875	1	1.0	32.350382108351326
69.27675198211708	2	0	7.968497038765331	3.790372284492973	18.06179973983887	12.041199826559248	-14.656547546386719	-122.06369018554688	-52.01261901855469	120.04376983642578	104.89231872558594	1	1.0	35.7026481046033
76.16689467136709	1	0	2.5540553364995313	2.513412743028275	18.061799739838875	12.04119982655925	-20.198867797851562	75.39141082763672	-46.952392578125	-125.03949737548828	111.33737182617188	1	2.0	28.812505415353286
71.40051889475295	1	0	6.203561267600265	3.2623523968608072	18.06179973983887	12.041199826559248	-10.492568969726562	94.39532470703125	-50.062164306640625	-41.13984680175781	105.11219787597656	1	1.0	33.578881191967426
78.34458664306806	2	0	2.280419015559924	-2.4209084762559563	18.06179973983888	12.041199826559247	31.90776824951172	-128.46554565429688	-31.90776824951172	51.534454345703125	108.30709838867188	1	1.0	26.63481344365232
74.22709935154553	0	0	1.284200883990212	0.9477497118790827	18.06179973983887	12.041199826559247	24.116806030273438	30.903873443603516	-40.21836853027344	-176.3961944580078	106.56204986572266	1	1.0	30.752300735174842
